District,Ethnicity,Fin Sup By Fam Sup Pct,Fin Sup By Fin Aids Pct,Fin Sup By Job Pct,Fin Sup By Oth Pct,Fin Sup By Per Sav Pct,Fin Sup By Schl Prize Pct,Have Own Desk At Home,Have Own Room At Home,High Edu Lvl Father,High Edu Lvl Mother,Mth Household Income,Nbr Of Household Member,Norm Travel Time,Number of Records,Place Of Birth,Religion,Residency,Snap Dat,Survey Year,Type Of Fam House,Wh Stdt Key,Work Exp,Year Of Resd In Hk
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129555,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129561,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129859,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129862,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129975,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130104,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130307,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130369,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130430,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130910,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130912,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130720,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130721,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130723,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129579,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129580,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129581,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130517,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129534,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129536,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129538,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130346,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130347,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130735,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131142,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126299,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126767,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126772,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129990,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130288,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130536,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130538,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131055,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111376,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111402,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111424,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126449,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130240,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130338,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130553,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130844,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130846,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130850,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130569,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130570,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131009,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130964,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129643,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131102,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131105,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130783,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129705,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130628,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130629,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126429,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130611,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126302,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131701,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130901,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129764,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130688,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129567,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129953,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129954,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129959,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131042,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126230,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126232,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131037,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129825,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130753,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126486,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129987,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129989,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130769,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131074,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131076,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131843,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129884,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130810,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130815,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130820,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129630,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130015,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130795,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131728,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127380,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127381,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127523,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129614,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129619,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126911,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126979,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126982,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131802,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129658,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130047,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130438,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130827,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126312,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126315,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131360,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130725,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131716,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131718,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131719,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131720,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126395,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111055,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129733,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111263,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111269,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130005,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130080,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130472,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130859,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131811,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126473,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126887,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129751,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130024,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130584,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111175,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111177,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126413,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129856,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129675,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129676,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129677,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131000,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129715,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129720,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130503,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130892,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126499,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126535,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,124283,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126990,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126992,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127007,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127009,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129787,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130054,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130058,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130323,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130325,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130623,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130763,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131616,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126464,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126306,,
Kowloon City,Chinese,60,0,20,0,20,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$60,000 - HK$69,999",6,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124459,No experience at all,Since birth
Tai Po,N/A,50,0,50,0,0,0,Yes,Yes,University education,Post-secondary education,Not applicable,3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),123649,Part-time job experience only,Since birth
Sha Tin,N/A,60,0,40,0,0,0,Yes,Yes,University education,University education,Not applicable,4,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124168,Full-time job experience for less than one year,Since birth
Tai Po,N/A,65,0,15,0,20,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,Not applicable,3,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124172,Part-time job experience only,Since birth
Tai Po,Chinese,70,0,0,0,30,0,Yes,Yes,Secondary education/ Matriculation,University education,Not applicable,4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),119421,No experience at all,Since birth
Eastern,N/A,95,0,0,0,0,5,Yes,Yes,University education,University education,Not applicable,3,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),119425,No experience at all,Since birth
Kwun Tong,N/A,80,0,20,0,0,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$60,000 - HK$69,999",4,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,123630,Part-time job experience only,7 years or more
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2019,,124094,,
Eastern,N/A,100,0,0,0,0,0,Yes,No,University education,Secondary education/ Matriculation,Not applicable,4,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124570,Part-time job experience only,Since birth
Sham Shui Po,Chinese,30,60,0,0,10,0,Yes,No,Primary education,No formal education,"HK$10,000 - HK$19,999",4,60 - 119 minutes,1,Chinese Mainland,Protestant/Christian,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,118740,Part-time job experience only,7 years or more
Yuen Long (inc. Tin Shui Wai),N/A,95,0,3,0,2,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$50,000 - HK$59,999",4,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),125272,No experience at all,Since birth
Kwun Tong,Chinese,80,0,5,0,1,14,No,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$50,000 - HK$59,999",6,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,125285,Part-time job experience only,less than 3 years
Eastern,N/A,40,40,0,0,20,0,Yes,Yes,Primary education,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",5,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,119047,Part-time job experience only,Since birth
Tai Po,N/A,0,0,0,0,0,100,Yes,Yes,University education,University education,"HK$60,000 - HK$69,999",2,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),119055,Part-time job experience only,Since birth
Kwai Tsing,Chinese,50,10,20,10,10,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$30,000 - HK$39,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,124016,Part-time job experience only,7 years or more
Eastern,N/A,10,90,0,0,0,0,Yes,No,Secondary education/ Matriculation,Post-secondary education,"HK$20,000 - HK$29,999",5,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society sale flats (other than Home Ownership Scheme flats),124483,Part-time job experience only,Since birth
Eastern,N/A,70,20,10,0,0,0,Yes,Yes,University education,University education,"HK$40,000 - HK$49,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society sale flats (other than Home Ownership Scheme flats),124486,Part-time job experience only,Since birth
Yuen Long (inc. Tin Shui Wai),N/A,100,0,0,0,0,0,Yes,No,Secondary education/ Matriculation,University education,"HK$30,000 - HK$39,999",4,120 - 179 minutes,1,HK,Catholic,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),103815,Part-time job experience only,Since birth
Eastern,N/A,40,10,0,0,50,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",5,Less than 60 minutes,1,HK,Catholic,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,125318,Part-time job experience only,Since birth
Sai Kung (inc. Tseung Kwan O),Chinese,70,0,5,0,25,0,Yes,Yes,University education,University education,"HK$20,000 - HK$29,999",4,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Home Ownership Scheme flats,123671,Part-time job experience only,Since birth
"North (inc. Sheung Shui, Fanling, etc)",N/A,60,40,0,0,0,0,Yes,Yes,University education,Secondary education/ Matriculation,"HK$60,000 - HK$69,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Home Ownership Scheme flats,124049,No experience at all,Since birth
Wanchai,N/A,80,0,5,0,15,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$50,000 - HK$59,999",3,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Others (e.g. staff quarters),124052,Part-time job experience only,Since birth
Tuen Mun,N/A,40,40,10,0,10,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124517,Part-time job experience only,Since birth
Eastern,N/A,90,0,0,0,0,10,Yes,Yes,University education,University education,"HK$40,000 - HK$49,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),111122,No experience at all,Since birth
Yuen Long (inc. Tin Shui Wai),N/A,20,40,0,0,10,30,No,No,Secondary education/ Matriculation,Primary education,"HK$10,000 - HK$19,999",4,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,118692,No experience at all,Since birth
Yau Tsim Mong,N/A,10,85,5,0,0,0,Yes,Yes,Post-secondary education,Post-secondary education,"HK$40,000 - HK$49,999",3,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),123704,Part-time job experience only,Since birth
Kwun Tong,N/A,50,20,0,0,20,10,Yes,Yes,Primary education,Primary education,"HK$10,000 - HK$19,999",2,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,123706,Part-time job experience only,7 years or more
Tai Po,Chinese,10,20,20,30,10,10,Yes,Yes,Primary education,Secondary education/ Matriculation,"HK$50,000 - HK$59,999",5,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124760,Part-time job experience only,Since birth
Yuen Long (inc. Tin Shui Wai),N/A,20,40,10,0,20,10,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,124761,Part-time job experience only,7 years or more
Sha Tin,N/A,10,0,50,0,40,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,Not applicable,4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Home Ownership Scheme flats,118754,Part-time job experience only,Since birth
Tsuen Wan,N/A,50,0,30,0,20,0,Yes,No,No formal education,No formal education,"HK$40,000 - HK$49,999",4,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,118758,Part-time job experience only,7 years or more
Sha Tin,N/A,5,93,2,0,0,0,No,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",2,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,123692,Part-time job experience only,Since birth
Kwai Tsing,N/A,80,0,15,0,5,0,Yes,No,Post-secondary education,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",5,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,124151,Part-time job experience only,Since birth
Tsuen Wan,N/A,70,0,10,0,20,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$70,000 - HK$79,999",5,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,124154,Part-time job experience only,Since birth
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2019,,124627,,
Sai Kung (inc. Tseung Kwan O),N/A,100,0,0,0,0,0,No,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"Under HK$10,000",4,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124628,No experience at all,Since birth
Yau Tsim Mong,Indian,90,0,0,0,0,10,No,No,Post-secondary education,Secondary education/ Matriculation,"HK$60,000 - HK$69,999",4,180 - 240 minutes,1,HK,Hindi,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),123215,Part-time job experience only,Since birth
Tsuen Wan,N/A,95,0,0,0,5,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",4,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),123255,Full-time job experience for less than one year,Since birth
Tsuen Wan,N/A,100,0,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",2,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),123256,Part-time job experience only,Since birth
Sha Tin,N/A,85,0,5,0,8,2,Yes,Yes,Post-secondary education,University education,Not applicable,3,120 - 179 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2019,Home Ownership Scheme flats,123301,Full-time job experience for less than one year,Since birth
Kwun Tong,N/A,50,50,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",3,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,124472,Part-time job experience only,Since birth
Kowloon City,N/A,90,0,0,0,0,10,Yes,Yes,University education,University education,"HK$100,000 or above",3,60 - 119 minutes,1,HK,Catholic,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),103511,Full-time job experience for less than one year,Since birth
Kwai Tsing,N/A,80,10,10,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$60,000 - HK$69,999",3,120 - 179 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2019,Others (e.g. staff quarters),124368,Part-time job experience only,3 to less than 7 years
Sha Tin,N/A,50,0,10,0,30,10,Yes,Yes,Post-secondary education,Post-secondary education,"HK$50,000 - HK$59,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),123559,No experience at all,Since birth
Yuen Long (inc. Tin Shui Wai),Chinese,100,0,0,0,0,0,Yes,Yes,Post-secondary education,Post-secondary education,"HK$60,000 - HK$69,999",6,180 - 240 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),123560,Part-time job experience only,Since birth
Eastern,Chinese,90,0,5,0,5,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",4,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,123561,Part-time job experience only,7 years or more
Southern,N/A,70,0,10,0,15,5,Yes,Yes,University education,University education,"HK$50,000 - HK$59,999",3,60 - 119 minutes,1,HK,Catholic,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124080,Part-time job experience only,Since birth
Yau Tsim Mong,Chinese,90,0,10,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124084,Part-time job experience only,Since birth
Kwun Tong,N/A,90,0,5,0,5,0,Yes,No,Secondary education/ Matriculation,Primary education,"HK$40,000 - HK$49,999",4,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,124550,Part-time job experience only,Since birth
Southern,Chinese,70,0,10,10,10,0,No,No,No formal education,No formal education,"Under HK$10,000",5,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2019,Housing Authority/Housing Society rental flats,124551,No experience at all,less than 3 years
